age;gender;edu_level;years_of_experience;industry;learning_preferences;weekly_study_hours;motivation;fav_animals;sweet_or_salty;fav_place;hobbies;age_cleaned;gender_cleaned;years_of_experience_cleaned;hobbies_cleaned;hobby_art;hobby_books;hobby_movies;hobby_other;hobby_sport;hobby_video_games;sweet_or_salty_cleaned;fav_animals_cleaned;learning_pref_books;learning_pref_online_courses;learning_pref_offline_courses;learning_pref_chatgpt;learning_pref_teamwork;learning_pref_personal_projects;Uczenie innych osób.;learning_pref_workshops;motivation_cleaned;Rozwój kariery;Pasja i zainteresowania;Praca i elastyczność;Tworzenie i innowacje;Rozwój umiejętności;Wynagrodzenie
25-34;Mężczyzna;Szkoła średnia / Technikum;3-5 lat;Transport Międzynarodowy;Kursy online, Książki;10-15 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Swoboda pracy;Koty;Słodkie;Las;Sport, Gry komputerowe;25-34;0.0;3-5;hobby_sport, hobby_video_games;0;0;0;0;1;1;sweet;Koty;1;1;0;0;0;0;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;magister inżynier;16 i więcej;IT;Kursy online, Książki, Warsztaty, Praca zespołowa, Samodzielne projekty;5-10 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne;Psy;Słodkie;Morze;Podróże;45-54;0.0;>=16;hobby_other;0;0;0;1;0;0;sweet;Psy;1;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Magister;16 i więcej;IT;Kursy online, Warsztaty, Praca zespołowa;5-10 godzin;Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne, Pasja do analizy danych;Psy;Słodkie;Morze;Sport, Filmy / Seriale;45-54;0.0;>=16;hobby_sport, hobby_movies;0;0;1;0;1;0;sweet;Psy;0;1;0;0;1;0;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Licencjat;11-15 lat;Chłodnictwo, Marketing, SEO;Kursy online, Warsztaty, Praca zespołowa, Samodzielne projekty;5-10 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne, Pasja do analizy danych, Wynagrodzenie;Koty;Słone;Góry;Gry komputerowe, Filmy / Seriale;35-44;0.0;11-15;hobby_video_games, hobby_movies;0;0;1;0;0;1;salty;Koty;0;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Licencjat;16 i więcej;logistyka;Kursy online;5-10 godzin;Rozwój kariery;Psy;Słone;teren gdzie temperatura nie spada do 20 stopni;Sztuka, Filmy / Seriale;45-54;0.0;>=16;hobby_art, hobby_movies;1;0;1;0;0;0;salty;Psy;0;1;0;0;0;0;0;0;Rozwój kariery, Pasja i zainteresowania, Praca i elastyczność, Tworzenie i innowacje, Rozwój umiejętności, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;inżynier;16 i więcej;usługi elektryczne;Kursy online;Mniej niż 5 godzin;Rozwój kariery;Psy;Słodkie;Las;Sport, Gry komputerowe, Filmy / Seriale;45-54;0.0;>=16;hobby_sport, hobby_video_games, hobby_movies;0;0;1;0;1;1;sweet;Psy;0;1;0;0;0;0;0;0;Rozwój kariery, Pasja i zainteresowania, Praca i elastyczność, Tworzenie i innowacje, Rozwój umiejętności, Wynagrodzenie;1;1;1;1;1;1
25-34;Mężczyzna;W szkole doktorskiej;3-5 lat;Architektura/Urbansityka;Warsztaty, Praca zespołowa, Samodzielne projekty;5-10 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne, Zagadnienia w doktoracie;Koty;;Miasto;Książki, Gry komputerowe, Filmy / Seriale;25-34;0.0;3-5;hobby_books, hobby_video_games, hobby_movies;0;1;1;0;0;1;;Koty;0;0;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Inżynier;16 i więcej;IT;Kursy online, Książki, Warsztaty, Praca zespołowa, Samodzielne projekty;5-10 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne, Wynagrodzenie;;Słone;Morze;Sztuka;45-54;0.0;>=16;hobby_art;1;0;0;0;0;0;salty;Brak ulubionych;1;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Licencjat;16 i więcej;Transport;Kursy online, Książki, Warsztaty, Praca zespołowa, Samodzielne projekty;Więcej niż 20 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne;Lubię ogólnie zwierzęta;Słodkie;Las;Książki, Motoryzacja ;45-54;0.0;>=16;hobby_books, hobby_other;0;1;0;1;0;0;sweet;Inne;1;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Magister;16 i więcej;Inżynieria;Kursy online, Książki, Samodzielne projekty;Mniej niż 5 godzin;Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne, Wynagrodzenie;Psy;Słodkie;Las;Filmy / Seriale, Filmy dokumentalne z których można się czegoś dowiedzieć ;45-54;0.0;>=16;hobby_movies, hobby_other;0;0;1;1;0;0;sweet;Psy;1;1;0;0;0;1;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
25-34;Mężczyzna;Magister;6-10 lat;e-commerce;Warsztaty, Praca zespołowa;Mniej niż 5 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wynagrodzenie;Psy;Słodkie;Góry;Sport, Książki, Filmy / Seriale;25-34;0.0;6-10;hobby_sport, hobby_books, hobby_movies;0;1;1;0;1;0;sweet;Psy;0;0;0;0;1;0;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Szkoła średnia / Technikum;16 i więcej;IT;Kursy online, Książki, Warsztaty, stacjonarnie;5-10 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne, Pasja do analizy danych, Wynagrodzenie, tworzenie aplikacji AI;PSZCZOŁY - posiadam swoja pasiekę :-) Polecam pyszne miody !;Słodkie;Góry;Sport, Książki, Nauka o AI, Webinary z programowania, Cyberbezpieczeństwo;45-54;0.0;>=16;hobby_sport, hobby_books, hobby_other, hobby_other, hobby_other;0;1;0;1;1;0;sweet;Inne;1;1;1;0;0;0;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
18-24;Mężczyzna;Szkoła średnia / Technikum;0-2 lata;;Kursy online, Książki, Warsztaty, Samodzielne projekty;15-20 godzin;Rozwój kariery, Wyzwania intelektualne, pasja do AI, możliwośc tworzenia narzędzi AI;Psy;Słone;góry + zbiornik wodny (np. Jezioro Garda);Sport, Gry komputerowe;18-24;0.0;0-2;hobby_sport, hobby_video_games;0;0;0;0;1;1;salty;Psy;1;1;0;0;0;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Magister;6-10 lat;IT;Kursy online, Książki, Warsztaty, Samodzielne projekty;10-15 godzin;Rozwój kariery, Wyzwania intelektualne, Wynagrodzenie;Psy;Słodkie;Morze;Książki, Gry komputerowe, Filmy / Seriale;35-44;0.0;6-10;hobby_books, hobby_video_games, hobby_movies;0;1;1;0;0;1;sweet;Psy;1;1;0;0;0;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Magister;16 i więcej;Budownictwo;Kursy online, Samodzielne projekty;10-15 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Pasja do analizy danych;Psy;Słone;Las;Sport, Książki;45-54;0.0;>=16;hobby_sport, hobby_books;0;1;0;0;1;0;salty;Psy;0;1;0;0;0;1;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
65 i więcej;Mężczyzna;Magister;16 i więcej;fotowoltaika;Kursy online, Warsztaty, Praca zespołowa;5-10 godzin;Wyzwania intelektualne, Wynagrodzenie, odnalezieniesię na rynku pracy  , praca zdalna;Psy;Słodkie;Morze;Sport, Filmy / Seriale, IOT;>=65;0.0;>=16;hobby_sport, hobby_movies, hobby_other;0;0;1;1;1;0;sweet;Psy;0;1;0;0;1;0;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Magister;16 i więcej;IT;Kursy online, Książki, Samodzielne projekty;5-10 godzin;Rozwój kariery, Wyzwania intelektualne;Koty;Słodkie;Góry;Sztuka, Filmy / Seriale;35-44;0.0;>=16;hobby_art, hobby_movies;1;0;1;0;0;0;sweet;Koty;1;1;0;0;0;1;0;0;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Licencjat;16 i więcej;Budownictwo;Kursy online, Warsztaty, Praca zespołowa, Samodzielne projekty;5-10 godzin;Rozwiązywanie rzeczywistych problemów, Pasja do analizy danych, Wynagrodzenie;Psy;Słone;Każde z powyższych;Sport, Książki, Gry komputerowe, Filmy / Seriale;35-44;0.0;>=16;hobby_sport, hobby_books, hobby_video_games, hobby_movies;0;1;1;0;1;1;salty;Psy;0;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Kobieta;Magister;16 i więcej;Marketing;Kursy online, Samodzielne projekty;10-15 godzin;Rozwiązywanie rzeczywistych problemów, Pasja do analizy danych;Psy;Słodkie;;Filmy / Seriale;45-54;1.0;>=16;hobby_movies;0;0;1;0;0;0;sweet;Psy;0;1;0;0;0;1;0;0;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Licencjat;16 i więcej;Edukacja;Kursy online, Warsztaty, Praca zespołowa, Uczenie innych osób.;5-10 godzin;Pasja do analizy danych, Wynagrodzenie, Fascynacja możliwościami jakie daje nam AI;Lemury;Słodkie;Wyspy / Ocean;Sport, Tańce latynoamerykańskie, Kognitywistyka, Turystyka;45-54;0.0;>=16;hobby_sport, hobby_other, hobby_other, hobby_other;0;0;0;1;1;0;sweet;Inne;0;1;0;0;1;0;1;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Magister;16 i więcej;Logistyka;Kursy online, Warsztaty;5-10 godzin;Rozwój kariery, Wynagrodzenie;;Słodkie;Las;Książki, Gry komputerowe;35-44;0.0;>=16;hobby_books, hobby_video_games;0;1;0;0;0;1;sweet;Brak ulubionych;0;1;0;0;0;0;0;1;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
18-24;Mężczyzna;Szkoła zawodowa;3-5 lat;Mechanik Samochodowy;Kursy online;5-10 godzin;Rozwój kariery, Wynagrodzenie;Psy;Słone;Góry;Gry komputerowe;18-24;0.0;3-5;hobby_video_games;0;0;0;0;0;1;salty;Psy;0;1;0;0;0;0;0;0;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Inżynierskie + podyplomowe;11-15 lat;IT;Kursy online, Samodzielne projekty;5-10 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne;Psy;Słone;Morze;Sport, Książki, Filmy / Seriale;35-44;0.0;11-15;hobby_sport, hobby_books, hobby_movies;0;1;1;0;1;0;salty;Psy;0;1;0;0;0;1;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Mężczyzna;Magister;16 i więcej;energetyka;Kursy online, Warsztaty, Samodzielne projekty;10-15 godzin;Rozwój kariery, Wyzwania intelektualne, Wynagrodzenie;Koty;Słone;Las i jezioro;Książki, Gry komputerowe, Sztuka, Filmy / Seriale, Pub;45-54;0.0;>=16;hobby_books, hobby_video_games, hobby_art, hobby_movies, hobby_other;1;1;1;1;0;1;salty;Koty;0;1;0;0;0;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Magister;11-15 lat;Logistyka;Kursy online;5-10 godzin;Rozwój kariery, Wynagrodzenie;Konie;Słodkie;Góry;Sport;35-44;0.0;11-15;hobby_sport;0;0;0;0;1;0;sweet;Inne;0;1;0;0;0;0;0;0;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
55-64;Mężczyzna;Magister;11-15 lat;IT;Kursy online, Warsztaty, Praca zespołowa, Samodzielne projekty;Więcej niż 20 godzin;Rozwój kariery, Wyzwania intelektualne, Wynagrodzenie;Psy;Słodkie;Morze;Książki, Filmy / Seriale, Gitara;55-64;0.0;11-15;hobby_books, hobby_movies, hobby_other;0;1;1;1;0;0;sweet;Psy;0;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;inżynier;6-10 lat;Gastronomia;Kursy online, Książki;5-10 godzin;Rozwiązywanie rzeczywistych problemów, Wynagrodzenie;Koty;Słone;Góry;Sport, Gry komputerowe;35-44;0.0;6-10;hobby_sport, hobby_video_games;0;0;0;0;1;1;salty;Koty;1;1;0;0;0;0;0;0;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Mężczyzna;Magister;11-15 lat;Pracuję przy projektach związanych z sieciami gazowymi;Kursy online, Książki, Warsztaty, Praca zespołowa, Samodzielne projekty;Więcej niż 20 godzin;Rozwiązywanie rzeczywistych problemów, Wyzwania intelektualne, Wynagrodzenie;Psy;Słodkie;Góry;Sport, Nauka;35-44;0.0;11-15;hobby_sport, hobby_other;0;0;0;1;1;0;sweet;Psy;1;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
45-54;Kobieta;Magister;11-15 lat;Edukacja;Kursy online, Książki, Warsztaty;Mniej niż 5 godzin;Rozwój kariery, Wynagrodzenie;Psy;Słodkie;Las;Książki, Filmy / Seriale, Rozmowy z bliskimi;45-54;1.0;11-15;hobby_books, hobby_movies, hobby_other;0;1;1;1;0;0;sweet;Psy;1;1;0;0;0;0;0;1;Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
35-44;Kobieta;Magister;6-10 lat;Finanse;Kursy online, Warsztaty, Praca zespołowa, Samodzielne projekty;Mniej niż 5 godzin;Rozwój kariery, Rozwiązywanie rzeczywistych problemów, Wynagrodzenie;Psy;Słone;Morze;Filmy / Seriale;35-44;1.0;6-10;hobby_movies;0;0;1;0;0;0;salty;Psy;0;1;0;0;1;1;0;1;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
18-24;Mężczyzna;Szkoła średnia / Technikum;0-2 lata;Spedycja;Kursy online, Książki;Mniej niż 5 godzin;Rozwój kariery, Pasja do analizy danych, Wynagrodzenie;Kury;Słodkie;Góry;Gry komputerowe, Filmy / Seriale;18-24;0.0;0-2;hobby_video_games, hobby_movies;0;0;1;0;0;1;sweet;Inne;1;1;0;0;0;0;0;0;Rozwój kariery, Rozwój kariery, Rozwój kariery, Pasja i zainteresowania, Pasja i zainteresowania, Pasja i zainteresowania, Praca i elastyczność, Praca i elastyczność, Praca i elastyczność, Tworzenie i innowacje, Tworzenie i innowacje, Tworzenie i innowacje, Rozwój umiejętności, Rozwój umiejętności, Rozwój umiejętności, Wynagrodzenie, Wynagrodzenie, Wynagrodzenie;1;1;1;1;1;1
